Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Target
0,-0.2408572253028645,2,3,-0.28683613397347757,0,2,-0.8701833340815202,2,0,-0.7659772668958666,2,-1.1914039404570154,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
3,0.008047933466888799,4,3,-0.34850928062310615,0,1,0.9184771676276685,1,0,1.0469866784197936,1,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,2.2481943623946683,1,9,0.10446934821726915,1,3,0.9184771676276685,2,0,-0.7659772668958666,2,-0.4877843092997643,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
0,-1.2364778603818776,4,0,-0.8546544151959198,0,4,-1.7645135849361147,1,0,1.0469866784197936,3,0.3037877757521432,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,0
3,-0.738667542842371,4,0,-0.9177453353317467,1,3,0.9184771676276685,1,0,0.1405047057619635,2,1.35921722248802,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,0
0,1.2525737273156552,4,3,0.744239633864278,0,2,0.024146916773074168,2,2,-0.7659772668958666,1,-0.6636892170890771,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,-0.2408572253028645,4,4,-0.5987463009371162,3,4,0.9184771676276685,2,0,1.0469866784197936,2,0.919454953014738,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,-1.2364778603818776,2,4,-0.6823949366228194,1,4,-0.8701833340815202,2,0,1.0469866784197936,3,0.5676451374361124,0,2,-0.7049259983890862,2,2.3348689263480744,1,0,0
3,-0.9046043153555399,2,4,-0.4775266678671567,0,2,-1.7645135849361147,2,0,1.0469866784197936,1,0.21583532185748686,2,1,-0.7049259983890862,2,-0.4282895663715403,1,1,0
2,1.2525737273156552,2,4,0.9133091220934322,0,2,0.9184771676276685,2,0,-1.6724592395536968,2,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,0.2569530922366421,4,1,1.590295961753148,3,4,-0.8701833340815202,1,0,1.0469866784197936,3,-0.5757367631944207,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,0.2569530922366421,3,9,1.309931254857423,1,3,0.9184771676276685,2,0,1.0469866784197936,2,0.03993041406817406,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0,0
0,-0.738667542842371,2,3,-0.7050793124019931,0,2,-0.8701833340815202,1,0,1.0469866784197936,2,-1.3673088482463283,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0,1
0,-0.9875727016121243,4,6,-0.7029526521726955,1,4,0.024146916773074168,2,2,1.0469866784197936,0,1.0953598608040507,2,1,1.0270789116578085,2,2.3348689263480744,0,1,0
0,-0.738667542842371,1,8,-1.0393194117732558,0,4,0.9184771676276685,3,0,-1.6724592395536968,2,0.8315024991200816,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
1,0.2569530922366421,2,0,0.08532940615359133,1,3,-0.8701833340815202,2,0,0.1405047057619635,2,0.21583532185748686,0,1,1.0270789116578085,2,-0.4282895663715403,1,0,0
3,-1.2364778603818776,4,4,-0.486742195527446,4,2,-1.7645135849361147,2,0,-0.7659772668958666,0,-0.13597449372113873,2,1,1.0270789116578085,1,2.3348689263480744,0,0,0
3,0.2569530922366421,4,4,-0.1415143516381459,1,4,0.024146916773074168,2,0,1.0469866784197936,0,0.03993041406817406,2,1,-0.7049259983890862,2,2.3348689263480744,1,0,0
3,-0.2408572253028645,4,0,-0.7855379577437499,0,1,0.9184771676276685,1,0,-1.6724592395536968,1,-0.4877843092997643,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,-0.4897623840726178,2,5,-0.7121681798329849,2,3,0.9184771676276685,2,0,0.1405047057619635,1,0.03993041406817406,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,0
1,-0.9046043153555399,2,0,1.4307964445558328,0,0,-0.8701833340815202,2,0,1.0469866784197936,3,3.0303138464864916,0,2,-0.7049259983890862,3,-0.4282895663715403,1,0,0
3,1.2525737273156552,2,0,-0.83728668998999,2,4,0.9184771676276685,2,0,1.0469866784197936,1,0.03993041406817406,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,-1.2364778603818776,2,3,-0.10394335425388943,2,2,-1.7645135849361147,2,0,-0.7659772668958666,2,-0.3118794015104515,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
0,-0.2408572253028645,2,3,-0.7586002615059811,0,0,0.9184771676276685,1,0,-0.7659772668958666,2,-0.22392694761579512,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
1,-0.8216359290989554,2,3,-0.6005185177948642,3,1,0.9184771676276685,1,0,-1.6724592395536968,0,-1.3673088482463283,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,0.2569530922366421,2,3,0.24837335706640246,0,3,-0.8701833340815202,1,0,1.0469866784197936,1,-0.9275465787730462,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,0.2569530922366421,4,9,-0.4736277907801112,0,4,0.9184771676276685,0,0,1.0469866784197936,0,-0.3998318554051079,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,1
0,-0.4897623840726178,0,0,-0.8227545117564568,0,4,0.9184771676276685,2,0,0.1405047057619635,2,-0.22392694761579512,2,0,1.0270789116578085,2,2.3348689263480744,0,0,1
3,-0.738667542842371,2,3,-0.88903542223623,0,2,0.9184771676276685,1,0,-1.6724592395536968,0,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,0.2569530922366421,3,3,-0.4279045958502142,0,0,0.024146916773074168,1,0,-0.7659772668958666,1,-0.13597449372113873,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0,1
1,-1.0705410878687087,2,4,-0.6582927873574473,0,2,0.9184771676276685,2,2,-0.7659772668958666,0,-0.22392694761579512,2,1,-0.7049259983890862,2,-0.4282895663715403,0,1,0
0,0.008047933466888799,3,7,0.05059395574173156,0,1,-0.8701833340815202,2,0,-1.6724592395536968,1,-0.8395941248783899,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,1
3,0.7547634097761486,1,1,1.49353292132011,4,0,0.9184771676276685,1,0,-1.6724592395536968,0,1.5351221302773328,0,1,-0.7049259983890862,3,-0.4282895663715403,1,0,1
0,-0.738667542842371,2,3,-0.2460751462452748,0,2,-0.8701833340815202,0,0,-1.6724592395536968,2,0.5676451374361124,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
0,-1.2364778603818776,4,4,-1.0396738551448055,2,4,0.9184771676276685,2,0,1.0469866784197936,2,1.4471696763826765,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,-0.738667542842371,2,4,-0.4637033763767227,0,3,0.9184771676276685,2,0,-0.7659772668958666,2,-0.3998318554051079,2,0,1.0270789116578085,3,2.3348689263480744,1,0,0
0,0.008047933466888799,4,0,-0.9570885495737512,0,4,0.9184771676276685,2,0,1.0469866784197936,0,2.5905515770132093,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,1.2525737273156552,3,9,2.2332562377441034,0,1,-1.7645135849361147,0,0,-1.6724592395536968,2,-0.6636892170890771,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,1
1,1.2525737273156552,3,9,0.41956950552485417,0,2,-0.8701833340815202,0,0,-0.7659772668958666,0,-0.4877843092997643,1,1,1.0270789116578085,3,-0.4282895663715403,1,0,1
0,0.008047933466888799,1,0,-0.575707481786393,4,2,0.9184771676276685,2,0,-0.7659772668958666,1,0.3917402296467996,2,1,1.0270789116578085,1,2.3348689263480744,0,0,1
3,0.2569530922366421,4,3,0.17925689961423252,3,2,0.9184771676276685,2,0,1.0469866784197936,0,1.2712647685933636,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,-0.2408572253028645,4,0,-0.8461477742787297,0,4,0.9184771676276685,2,0,1.0469866784197936,2,0.03993041406817406,0,1,-0.7049259983890862,2,2.3348689263480744,1,0,1
3,-0.4897623840726178,4,4,-0.6774327294211251,0,2,0.9184771676276685,2,0,-0.7659772668958666,1,-0.3998318554051079,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
1,-0.9875727016121243,1,1,0.6584643379492774,0,4,-0.8701833340815202,1,0,1.0469866784197936,3,3.382123662065117,0,2,-0.7049259983890862,3,2.3348689263480744,1,0,1
1,-0.4067939978160333,4,0,-0.7430047531577991,0,0,-0.8701833340815202,2,0,0.1405047057619635,2,2.8544089386971785,2,2,2.7590838217047033,0,-0.4282895663715403,1,0,0
0,-0.738667542842371,2,4,-0.9205808823041435,1,3,0.9184771676276685,3,0,-1.6724592395536968,1,-1.3673088482463283,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
1,-0.2408572253028645,0,3,-0.009661417421698642,0,2,-1.7645135849361147,1,0,1.0469866784197936,2,-0.22392694761579512,0,1,1.0270789116578085,2,-0.4282895663715403,1,0,0
3,0.2569530922366421,2,9,0.4677738040555983,3,2,-0.8701833340815202,2,0,0.1405047057619635,1,1.6230745841719891,2,1,2.7590838217047033,3,-0.4282895663715403,1,0,1
1,2.2481943623946683,0,9,0.20300460550805502,1,3,0.9184771676276685,2,0,1.0469866784197936,3,-0.13597449372113873,2,2,-0.7049259983890862,1,2.3348689263480744,0,0,1
1,0.5058582510063954,2,9,0.22817008488807586,0,2,0.9184771676276685,2,0,-0.7659772668958666,2,0.03993041406817406,2,1,-0.7049259983890862,2,2.3348689263480744,1,0,1
3,-1.2364778603818776,2,4,-0.4123090875020322,0,3,-0.8701833340815202,3,0,-0.7659772668958666,0,-0.5757367631944207,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,1.999289203624915,2,4,-0.08515785556176118,1,2,0.9184771676276685,2,2,1.0469866784197936,1,-1.279356394351672,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0,1
1,-0.9875727016121243,4,7,-0.627456214032633,0,4,-0.8701833340815202,1,0,0.1405047057619635,2,-0.13597449372113873,2,1,1.0270789116578085,3,-0.4282895663715403,1,0,1
3,-1.2364778603818776,4,4,-0.6696349752470342,0,2,-1.7645135849361147,1,0,-1.6724592395536968,2,-0.6636892170890771,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,0
1,-0.738667542842371,2,3,-0.8224000683849072,1,1,0.9184771676276685,1,0,1.0469866784197936,2,-0.7516416709837335,0,0,4.491088731751598,2,-0.4282895663715403,0,0,1
1,0.2569530922366421,2,1,-0.18121200925169992,4,4,0.9184771676276685,2,0,1.0469866784197936,3,0.03993041406817406,0,2,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,-0.2408572253028645,3,3,0.363567452820019,0,4,0.9184771676276685,0,0,0.1405047057619635,3,0.3917402296467996,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0,1
3,-0.9875727016121243,4,7,-0.827716718958151,2,4,0.9184771676276685,2,0,-0.7659772668958666,2,1.4471696763826765,2,1,1.0270789116578085,2,-0.4282895663715403,1,0,0
0,-0.738667542842371,2,0,-0.7454858567586463,0,2,0.9184771676276685,3,0,0.1405047057619635,0,-0.7516416709837335,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
3,0.5058582510063954,3,9,0.6542110174906823,0,3,0.024146916773074168,2,0,1.0469866784197936,2,-0.8395941248783899,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
0,-0.738667542842371,2,8,-0.8397677935908371,0,3,0.9184771676276685,3,0,1.0469866784197936,1,-1.279356394351672,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0,1
3,-0.738667542842371,4,0,-0.6295828742619306,0,4,0.9184771676276685,2,0,-1.6724592395536968,0,0.21583532185748686,2,1,1.0270789116578085,1,2.3348689263480744,0,0,0
0,0.7547634097761486,4,1,2.6057762212427216,0,4,0.024146916773074168,2,0,1.0469866784197936,3,0.21583532185748686,2,2,2.7590838217047033,3,2.3348689263480744,1,0,0
3,-0.738667542842371,4,3,-0.4736277907801112,0,4,0.9184771676276685,2,0,1.0469866784197936,0,0.6555975913307688,2,1,2.7590838217047033,2,-0.4282895663715403,1,0,0
1,-0.738667542842371,4,5,-0.6547483536419514,0,3,0.9184771676276685,2,0,0.1405047057619635,1,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
0,0.2569530922366421,2,9,1.1685083496091366,0,2,-0.8701833340815202,3,0,-0.7659772668958666,2,-1.279356394351672,1,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
3,-0.738667542842371,2,1,-0.6586472307289969,3,3,0.024146916773074168,2,0,-0.7659772668958666,1,1.7110270380666455,2,1,-0.7049259983890862,2,-0.4282895663715403,0,1,0
3,-0.9875727016121243,4,4,-0.06991679058512884,4,2,-1.7645135849361147,2,0,-0.7659772668958666,0,-0.22392694761579512,2,1,1.0270789116578085,2,2.3348689263480744,0,0,0
3,1.2525737273156552,2,4,0.1998146151641087,4,4,-0.8701833340815202,1,0,1.0469866784197936,0,0.8315024991200816,2,1,-0.7049259983890862,1,-0.4282895663715403,1,0,0
0,0.5058582510063954,0,9,0.7165930508834101,0,0,-0.8701833340815202,2,0,1.0469866784197936,1,1.2712647685933636,1,1,1.0270789116578085,2,-0.4282895663715403,1,0,1
2,0.7547634097761486,3,9,-0.4831977618119501,0,4,0.9184771676276685,2,0,1.0469866784197936,0,2.678504030907866,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0,1
3,1.2525737273156552,4,4,0.025074032990161123,4,4,0.9184771676276685,2,0,-0.7659772668958666,2,1.35921722248802,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,-1.2364778603818776,4,8,-0.8291344924443494,4,3,-1.7645135849361147,1,0,0.1405047057619635,1,0.3037877757521432,2,1,1.0270789116578085,1,-0.4282895663715403,0,0,0
0,-0.2408572253028645,0,9,-0.05928348943864116,0,3,0.024146916773074168,2,0,-1.6724592395536968,1,-0.3998318554051079,0,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
2,1.2525737273156552,2,4,0.22746119814497667,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
0,0.2569530922366421,2,3,-0.08870228927725708,0,2,-0.8701833340815202,0,0,-0.7659772668958666,0,-1.0154990326677027,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0,0
3,-0.9046043153555399,2,0,-0.6760149559349268,0,2,-0.8701833340815202,1,0,1.0469866784197936,2,2.502599123118553,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,-0.738667542842371,2,4,-0.9379486075100734,0,1,0.9184771676276685,3,2,-1.6724592395536968,0,-0.8395941248783899,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
0,-0.738667542842371,2,7,-0.7341436688690595,4,2,0.9184771676276685,1,0,1.0469866784197936,1,-1.103451486562359,0,0,-0.7049259983890862,2,-0.4282895663715403,1,0,0
3,-0.738667542842371,2,4,-0.908884251043007,0,2,0.9184771676276685,2,0,-0.7659772668958666,0,-0.4877843092997643,0,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,0.2569530922366421,3,9,-0.10394335425388943,4,2,0.9184771676276685,2,0,1.0469866784197936,0,-0.3118794015104515,2,1,1.0270789116578085,2,2.3348689263480744,1,0,0
3,-0.4897623840726178,2,1,0.49116706657787124,0,2,0.024146916773074168,2,0,-0.7659772668958666,2,-0.4877843092997643,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
3,1.2525737273156552,0,6,-0.23331518486948957,0,2,0.9184771676276685,2,0,-0.7659772668958666,2,-0.7516416709837335,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
1,2.2481943623946683,2,4,2.725578080826483,3,3,-1.7645135849361147,2,1,-0.7659772668958666,3,-0.7516416709837335,0,1,1.0270789116578085,2,-0.4282895663715403,1,0,1
0,-0.738667542842371,2,3,1.628221402508954,0,4,0.9184771676276685,2,0,1.0469866784197936,3,1.5351221302773328,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0,1
3,-0.9875727016121243,2,4,-0.6356084115782735,0,3,0.9184771676276685,2,0,-0.7659772668958666,2,-1.1914039404570154,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
0,0.2569530922366421,2,3,-0.04333353771890964,0,1,0.9184771676276685,2,0,-1.6724592395536968,3,-1.1914039404570154,0,2,-0.7049259983890862,2,-0.4282895663715403,0,0,0
2,1.2525737273156552,2,4,0.33273087949520475,0,2,0.9184771676276685,2,0,-0.7659772668958666,2,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
3,-0.9875727016121243,2,0,-0.27088618225374606,2,4,-0.8701833340815202,2,0,1.0469866784197936,3,1.35921722248802,2,2,-0.7049259983890862,1,-0.4282895663715403,0,0,0
3,-0.738667542842371,2,4,-0.40061245624089575,1,3,0.024146916773074168,2,0,-1.6724592395536968,3,-0.048022039826482336,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,-0.2408572253028645,2,4,-0.8525277549666223,0,2,0.9184771676276685,3,2,-0.7659772668958666,0,-0.9275465787730462,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
3,-1.4024146328950464,4,4,-0.6122151490560007,0,3,-0.8701833340815202,2,0,-1.6724592395536968,0,0.5676451374361124,2,1,2.7590838217047033,1,2.3348689263480744,0,0,0
0,0.2569530922366421,2,4,-0.5133254483936652,0,0,0.9184771676276685,2,0,-0.7659772668958666,2,-0.4877843092997643,1,1,-0.7049259983890862,3,2.3348689263480744,0,0,1
1,-1.2364778603818776,2,0,3.9994475581757074,4,0,-1.7645135849361147,2,0,-0.7659772668958666,1,-1.103451486562359,2,1,-0.7049259983890862,0,-0.4282895663715403,1,0,1
1,0.008047933466888799,2,9,-0.1787309056508528,1,4,0.9184771676276685,0,0,-0.7659772668958666,2,2.238741761434584,0,0,1.0270789116578085,1,-0.4282895663715403,0,0,1
3,-0.738667542842371,4,4,-0.7018893220580468,0,2,0.9184771676276685,1,0,-0.7659772668958666,1,-0.048022039826482336,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
0,0.7547634097761486,2,4,-0.2655695316805022,0,4,-1.7645135849361147,2,2,0.1405047057619635,1,0.3037877757521432,2,1,-0.7049259983890862,2,2.3348689263480744,0,0,0
0,0.2569530922366421,2,0,-0.8351600297606924,4,4,0.9184771676276685,1,0,-0.7659772668958666,2,-0.5757367631944207,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
3,-1.2364778603818776,2,4,-0.5941385371069716,0,3,0.024146916773074168,2,0,-0.7659772668958666,1,1.35921722248802,2,1,-0.7049259983890862,2,2.3348689263480744,0,0,0
0,2.2481943623946683,0,1,0.4727360112572926,0,4,0.024146916773074168,2,0,1.0469866784197936,3,-1.0154990326677027,2,2,1.0270789116578085,2,2.3348689263480744,0,0,1
3,-0.738667542842371,4,9,-0.7394603194423033,0,2,0.024146916773074168,1,0,-0.7659772668958666,0,-0.7516416709837335,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,-0.738667542842371,1,8,0.06229058700286801,2,2,0.9184771676276685,1,0,0.1405047057619635,0,-0.048022039826482336,2,1,-0.7049259983890862,1,2.3348689263480744,0,0,0
3,0.2569530922366421,2,9,-0.7135859533191833,0,3,0.9184771676276685,2,0,-1.6724592395536968,0,-0.9275465787730462,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
3,-0.738667542842371,4,4,-0.9053398173275111,0,4,0.9184771676276685,2,0,1.0469866784197936,0,1.4471696763826765,2,1,2.7590838217047033,2,-0.4282895663715403,0,0,0
3,-1.2364778603818776,0,0,-0.732725895382861,1,2,0.9184771676276685,2,0,-1.6724592395536968,3,-0.048022039826482336,0,0,-0.7049259983890862,2,-0.4282895663715403,0,1,0
2,0.2569530922366421,2,3,-0.4771722244956071,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
3,-0.2408572253028645,2,4,-1.0060017348475945,0,0,0.024146916773074168,1,1,1.0469866784197936,0,-1.1914039404570154,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0,1
0,-1.2364778603818776,4,0,-0.9234164292765402,3,3,0.024146916773074168,1,0,1.0469866784197936,0,0.3037877757521432,2,1,1.0270789116578085,1,-0.4282895663715403,1,0,0
2,-0.738667542842371,2,3,-0.36162368537044093,0,2,-1.7645135849361147,1,0,-0.7659772668958666,2,0.919454953014738,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
1,0.7547634097761486,2,0,-0.39742246589694946,0,2,0.9184771676276685,1,2,-0.7659772668958666,3,-1.0154990326677027,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
3,0.2569530922366421,3,3,0.31181872057377896,1,2,-0.8701833340815202,2,0,0.1405047057619635,1,-0.048022039826482336,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
1,-0.9875727016121243,2,3,-0.4399556704829002,4,3,-0.8701833340815202,2,0,-1.6724592395536968,2,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,3.2438149974736814,3,4,1.4697852154262876,4,2,-1.7645135849361147,2,0,-1.6724592395536968,0,-0.7516416709837335,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
3,0.2569530922366421,4,4,-0.20814970548946873,0,2,0.9184771676276685,2,0,-0.7659772668958666,0,-0.048022039826482336,2,1,1.0270789116578085,1,-0.4282895663715403,0,0,0
0,-0.738667542842371,1,4,-0.39777690926849907,0,2,0.9184771676276685,0,0,-1.6724592395536968,3,-0.5757367631944207,2,2,-0.7049259983890862,2,-0.4282895663715403,0,0,1
3,-0.4897623840726178,2,1,0.19166241761846814,1,1,-1.7645135849361147,1,0,1.0469866784197936,2,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
3,-0.8216359290989554,4,4,-0.7504480639603406,1,0,0.9184771676276685,1,0,1.0469866784197936,0,1.8869319458559584,2,1,2.7590838217047033,1,-0.4282895663715403,0,0,0
0,-0.738667542842371,2,3,-0.572163048070897,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,-0.7516416709837335,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
0,0.2569530922366421,2,4,-0.5913029901345749,0,4,0.9184771676276685,1,0,1.0469866784197936,2,1.7110270380666455,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
0,-0.2408572253028645,4,0,0.7197830412273564,0,4,-0.8701833340815202,2,0,1.0469866784197936,3,0.03993041406817406,2,2,2.7590838217047033,3,-0.4282895663715403,1,0,0
3,-0.738667542842371,4,7,-0.185465329710295,0,4,-0.8701833340815202,1,0,1.0469866784197936,3,1.8869319458559584,0,2,2.7590838217047033,1,-0.4282895663715403,0,0,0
3,-0.9046043153555399,4,0,-0.7231559243510222,0,4,0.024146916773074168,2,0,1.0469866784197936,0,-0.3118794015104515,2,1,1.0270789116578085,1,2.3348689263480744,0,1,0
1,-0.4897623840726178,2,4,-0.8752121307457961,0,4,0.9184771676276685,2,0,0.1405047057619635,2,0.12788286796283044,2,1,-0.7049259983890862,2,2.3348689263480744,0,0,1
3,1.2525737273156552,4,9,1.074935299520045,4,4,0.9184771676276685,2,0,1.0469866784197936,0,0.03993041406817406,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,0.2569530922366421,2,4,-0.6161140261430461,0,1,0.9184771676276685,1,0,0.1405047057619635,2,0.21583532185748686,1,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
0,-0.5727307703292022,2,0,2.0227168750436473,0,4,-1.7645135849361147,0,0,1.0469866784197936,1,0.8315024991200816,2,1,-0.7049259983890862,3,-0.4282895663715403,1,1,1
3,0.2569530922366421,2,4,-0.8053867865505269,4,4,0.9184771676276685,2,0,-0.7659772668958666,2,-0.9275465787730462,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
3,-0.2408572253028645,2,0,-0.2159474596635597,4,3,0.9184771676276685,2,0,0.1405047057619635,1,-0.3118794015104515,2,1,-0.7049259983890862,2,-0.4282895663715403,0,1,0
3,-0.738667542842371,4,3,-0.6625461078160424,2,3,0.024146916773074168,1,0,1.0469866784197936,2,0.12788286796283044,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0,0
1,2.2481943623946683,1,0,3.153745673658387,4,0,0.9184771676276685,2,1,1.0469866784197936,3,0.03993041406817406,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0,0
1,2.2481943623946683,2,4,-0.0748789977868231,0,3,0.9184771676276685,2,0,1.0469866784197936,0,-0.6636892170890771,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,1
0,0.7547634097761486,2,6,3.093135857123407,0,1,-1.7645135849361147,0,0,-1.6724592395536968,3,-0.13597449372113873,2,1,-0.7049259983890862,1,-0.4282895663715403,1,0,1
3,-0.9875727016121243,2,4,-0.20354194165932407,0,2,-1.7645135849361147,2,0,-0.7659772668958666,0,-0.3118794015104515,2,1,-0.7049259983890862,2,2.3348689263480744,0,0,0
3,-0.2408572253028645,4,4,-0.30739384952335375,0,2,-0.8701833340815202,1,0,-0.7659772668958666,2,-0.8395941248783899,2,1,1.0270789116578085,2,-0.4282895663715403,0,0,0
0,-0.738667542842371,2,3,-0.7121681798329849,4,4,-0.8701833340815202,0,0,1.0469866784197936,1,1.1833123146987072,2,1,-0.7049259983890862,1,-0.4282895663715403,1,0,0
3,-1.2364778603818776,2,3,0.4748626714865901,0,1,-1.7645135849361147,1,0,1.0469866784197936,1,-0.3118794015104515,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,1
3,0.2569530922366421,2,4,-0.48567886541279726,1,2,0.9184771676276685,2,0,1.0469866784197936,2,-0.5757367631944207,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0,0
3,-0.4897623840726178,4,1,0.03428956065045045,3,4,0.024146916773074168,2,0,1.0469866784197936,3,-1.103451486562359,2,0,1.0270789116578085,2,-0.4282895663715403,1,0,0
3,-0.738667542842371,2,3,-0.601581847909513,0,2,0.9184771676276685,2,0,-0.7659772668958666,0,1.2712647685933636,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
2,-0.2408572253028645,1,4,-0.64730504283941,4,3,0.9184771676276685,2,0,1.0469866784197936,2,1.1833123146987072,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0,0
3,-0.4897623840726178,4,3,-0.6207217899731908,4,4,0.9184771676276685,2,0,1.0469866784197936,1,2.4146466692238966,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0,0
1,0.2569530922366421,4,0,0.21505568014074106,1,1,0.9184771676276685,0,0,-0.7659772668958666,2,0.12788286796283044,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0,0
0,2.165225976138084,2,0,2.6408661150261312,0,1,-1.7645135849361147,1,0,-1.6724592395536968,0,-0.048022039826482336,2,1,-0.7049259983890862,1,-0.4282895663715403,1,0,0
0,2.2481943623946683,2,1,0.5375991482508674,0,3,0.9184771676276685,2,0,0.1405047057619635,1,-0.8395941248783899,2,1,-0.7049259983890862,2,2.3348689263480744,0,0,0
1,2.2481943623946683,3,2,1.5279139283604204,1,0,-0.8701833340815202,2,0,1.0469866784197936,3,-0.3998318554051079,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0,0
